Post_Link,Posted_Title,Posted_Date,Brand,Model,Grade,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage,Vehicle_Price
https://ikman.lk/en/ad/daihatsu-cuore-1997-for-sale-colombo-62,Daihatsu Cuore 1997,"Posted on 03 Apr 9:21 pm, Avissawella, Colombo966views",Daihatsu,Cuore,0,0,1997,Used,Manual,Hatchback,Petrol,850 cc,"200,000 km","Rs 1,785,000"
https://ikman.lk/en/ad/daihatsu-cuore-1989-for-sale-nuwara-eliya,Daihatsu Cuore 1989,"Posted on 03 Apr 9:19 pm, Nuwara Eliya City, Nuwara Eliya1267views",Daihatsu,Cuore,0,0,1989,Used,Manual,Hatchback,Petrol,850 cc,"52,310 km","Rs 1,152,000"
https://ikman.lk/en/ad/daihatsu-charade-g10-1982-for-sale-anuradhapura,Daihatsu Charade 1982,"Posted on 03 Apr 9:13 pm, Kekirawa, Anuradhapura1639views",Daihatsu,Charade,0,1982,1982,Used,Manual,0,Petrol,"1,000 cc","215,000 km","Rs 500,000"
https://ikman.lk/en/ad/daihatsu-charade-limited-1992-for-sale-colombo,Daihatsu Charade limited 1992,"Posted on 03 Apr 9:07 pm, Rajagiriya, Colombo2989views",Daihatsu,Charade,0,limited,1992,Used,Manual,Saloon,Petrol,"1,300 cc","100,000 km","Rs 1,150,000"
https://ikman.lk/en/ad/daihatsu-charmant-1988-for-sale-hambantota,Daihatsu Charmant 1988,"Posted on 03 Apr 8:59 pm, Tissamaharama, Hambantota368views",Daihatsu,Charmant,0,0,1988,Used,Manual,Saloon,Petrol,"1,300 cc","36,000 km","Rs 750,000"
https://ikman.lk/en/ad/daihatsu-charade-g10-xte-1980-for-sale-kurunegala,Daihatsu Charade G10 / XTE 1980,"Posted on 03 Apr 8:45 pm, Mawathagama, Kurunegala949views",Daihatsu,Charade,0,G10 / XTE,1980,Used,Manual,Hatchback,Petrol,"1,000 cc","100,000 km","Rs 635,000"
https://ikman.lk/en/ad/daihatsu-terios-2007-for-sale-kandy-36,Daihatsu Terios 2007,"Posted on 14 Mar 8:55 am, Peradeniya, Kandy1867views",Daihatsu,Terios,0,Terios,2007,Used,Manual,SUV / 4x4,Petrol,"1,500 cc","178,000 km","Rs 6,390,000"
https://ikman.lk/en/ad/daihatsu-super-cantisan-1986-for-sale-batticaloa,Daihatsu Charade 1986,"Posted on 03 May 9:23 am, Batticaloa City, Batticaloa585views",Daihatsu,Charade,0,Daihatsu,1986,Used,Manual,Hatchback,Diesel,"1,000 cc","336,345 km","Rs 1,150,000"
https://ikman.lk/en/ad/daihatsu-charade-1985-for-sale-jaffna,Daihatsu Charade 1985,"Posted on 30 Apr 5:04 pm, Jaffna City, Jaffna749views",Daihatsu,Charade,0,Daihatsu,1985,Used,Manual,Hatchback,Diesel,"1,000 cc","478,321 km","Rs 1,140,000"
https://ikman.lk/en/ad/daihatsu-charade-itaahod-daavn-ttvee-aet-1988-for-sale-kurunegala,Daihatsu Charade 1988,"Posted on 30 Apr 7:35 am, Kurunegala City, Kurunegala1062views",Daihatsu,Charade,0,1988,1988,Used,Manual,Hatchback,Diesel,"1,000 cc","54,241 km","Rs 993,000"
https://ikman.lk/en/ad/daihatsu-f50-4x4-jeep-1986-for-sale-kurunegala,Daihatsu F50 4X4 Jeep 1986,"Posted on 05 May 8:28 am, Alawwa, Kurunegala3421views",Daihatsu,F50,0,4X4 Jeep,1986,Used,Manual,SUV / 4x4,Diesel,"2,530 cc","12,345 km","Rs 1,725,000"
https://ikman.lk/en/ad/daihatsu-charade-g-100-1987-for-sale-ratnapura,Daihatsu Charade G-100 1987,"Posted on 19 Apr 10:52 am, Ratnapura City, Ratnapura1775views",Daihatsu,Charade,0,G-100,1987,Used,Manual,Hatchback,Diesel,"1,000 cc","100,000 km","Rs 1,050,000"
https://ikman.lk/en/ad/daihatsu-charade-1985-for-sale-gampaha-6,Daihatsu Charade 1985,"Posted on 03 Apr 9:18 pm, Ja-Ela, Gampaha793views",Daihatsu,Charade,0,0,1985,Used,Manual,Hatchback,Diesel,"1,000 cc","100,000 km","Rs 800,000"
https://ikman.lk/en/ad/daihatsu-charade-1984-for-sale-kurunegala,Daihatsu Charade 1984,"Posted on 03 Apr 9:12 pm, Kuliyapitiya, Kurunegala2459views",Daihatsu,Charade,0,0,1984,Used,Manual,Hatchback,Diesel,"1,000 cc","150,000 km","Rs 850,000"
https://ikman.lk/en/ad/daihatsu-charade-g30-1987-for-sale-colombo-1,Daihatsu Charade G30 1987,"Posted on 19 Apr 8:28 am, Homagama, Colombo2203views",Daihatsu,Charade,0,G30,1987,Used,Manual,Hatchback,Diesel,990 cc,"1,987 km","Rs 1,375,000"
https://ikman.lk/en/ad/hyundai-sonata-2024-for-sale-polonnaruwa,Hyundai Sonata 2024,"Posted on 06 May 2:22 pm, Polonnaruwa City, Polonnaruwa592views",Hyundai,Sonata,0,sonata,2024,Used,Automatic,Saloon,Petrol,"2,000 cc","138,794 km","Rs 2,000,000"
https://ikman.lk/en/ad/hyundai-creta-venue-sx-2017-for-sale-colombo,Hyundai CRETA VENUE SX 2017,"Posted on 07 May 3:33 pm, Mount Lavinia, Colombo966views",Hyundai,Other Model,0,CRETA VENUE SX,2017,Used,Automatic,SUV / 4x4,Petrol,"1,600 cc","20,000 km","Rs 11,000,000"
https://ikman.lk/en/ad/hyundai-elantra-gls-2011-for-sale-ratnapura-1,Hyundai Elantra GLS 2011,"Posted on 04 May 10:52 am, Embilipitiya, Ratnapura608views",Hyundai,Elantra,0,GLS,2011,Used,Automatic,Saloon,Petrol,"1,600 cc","140,000 km","Rs 7,650,000"
https://ikman.lk/en/ad/hyundai-venue-sx-turbo-2019-for-sale-colombo-11,Hyundai Venue SX Turbo 2019,"Posted on 03 May 4:45 am, Dehiwala, Colombo1536views",Hyundai,Venue,0,SX Turbo,2019,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","98,000 km","Rs 8,875,000"
https://ikman.lk/en/ad/hyundai-matrix-2001-for-sale-colombo-470,Hyundai Matrix 2001,"Posted on 05 May 3:47 pm, Nawala, Colombo1175views",Hyundai,Matrix,0,0,2001,Used,Automatic,0,Petrol,"1,600 cc","165,000 km","Rs 2,875,000"
https://ikman.lk/en/ad/hyundai-grand-i10-typhoon-silver-2024-for-sale-colombo,Hyundai Grand i10 Typhoon Silver 2024,"Posted on 02 May 1:24 pm, Colombo 2, Colombo3936views",Hyundai,Grand i10,0,Typhoon Silver,2024,New,Automatic,Hatchback,Petrol,"1,197 cc",0 km,"Rs 9,439,999"
https://ikman.lk/en/ad/hyundai-grand-i10-abyss-black-2024-for-sale-colombo-3,Hyundai Grand i10 Abyss Black 2024,"Posted on 02 May 1:24 pm, Colombo 2, Colombo12446views",Hyundai,Grand i10,0,Abyss Black,2024,New,Automatic,Hatchback,Petrol,"1,197 cc",0 km,"Rs 9,439,999"
https://ikman.lk/en/ad/hyundai-grand-i10-2017-for-sale-matale-1,Hyundai Grand i10 2017,"Posted on 01 May 11:58 am, Dambulla, Matale1097views",Hyundai,Grand i10,0,2017,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","82,000 km","Rs 5,800,000"
https://ikman.lk/en/ad/hyundai-tucson-2004-for-sale-gampaha-1,Hyundai Tucson 2004,"Posted on 30 Apr 1:15 pm, Gampaha City, Gampaha413views",Hyundai,Tucson,0,0,2004,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","240,000 km","Rs 5,375,000"
https://ikman.lk/en/ad/hyundai-grand-i10-brandnew-2024-for-sale-colombo,Hyundai Grand i10 Brandnew 2024,"Posted on 30 Apr 4:53 pm, Boralesgamuwa, Colombo497views",Hyundai,Grand i10,0,Brandnew,2024,New,Automatic,Hatchback,Petrol,"1,200 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-tucson-2011-for-sale-colombo-965,Hyundai Tucson 2011,"Posted on 29 Apr 10:15 am, Malabe, Colombo716views",Hyundai,Tucson,0,2011,2011,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","131,383 km","Rs 7,995,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2024-for-sale-colombo-13,Hyundai Grand i10 2024,"Posted on 27 Apr 12:24 pm, Boralesgamuwa, Colombo2149views",Hyundai,Grand i10,0,0,2024,New,Automatic,Hatchback,Petrol,"1,200 cc",0 km,"Rs 8,025,000"
https://ikman.lk/en/ad/hyundai-elantra-2011-for-sale-colombo-151,Hyundai Elantra 2011,"Posted on 25 Apr 1:30 am, Kohuwala, Colombo3638views",Hyundai,Elantra,0,2011,2011,Used,Automatic,Saloon,Petrol,"1,600 cc","103,000 km","Rs 7,750,000"
https://ikman.lk/en/ad/hyundai-sonata-2004-for-sale-colombo,Hyundai Sonata 2004,"Posted on 24 Apr 1:39 pm, Colombo 4, Colombo1548views",Hyundai,Sonata,0,Hyundai,2004,Used,Automatic,Saloon,Petrol,"1,995 cc","45,000 km","Rs 2,350,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2016-for-sale-colombo-80,Hyundai Grand i10 2016,"Posted on 23 Apr 1:24 pm, Malabe, Colombo2551views",Hyundai,Grand i10,0,0,2016,Used,Automatic,Hatchback,Petrol,998 cc,"84,003 km","Rs 5,625,000"
https://ikman.lk/en/ad/hyundai-grand-i10-4-speed-automatic-2024-for-sale-gampaha,Hyundai Grand i10 4 Speed Automatic 2024,"Posted on 29 Apr 9:28 am, Negombo, Gampaha788views",Hyundai,Grand i10,0,4 Speed Automatic,2024,New,Automatic,Hatchback,Petrol,"1,200 cc",0 km,"Rs 9,439,999"
https://ikman.lk/en/ad/hyundai-sonata-h-matic-2002-for-sale-colombo-8,Hyundai Sonata 2002,"Posted on 21 Apr 7:01 pm, Kotte, Colombo968views",Hyundai,Sonata,0,2002,2002,Used,Automatic,0,Petrol,"1,000 cc","157,535 km","Rs 3,000,000"
https://ikman.lk/en/ad/hyundai-xg-2001-for-sale-anuradhapura,Hyundai XG 2001,"Posted on 15 Apr 7:16 pm, Anuradhapura City, Anuradhapura9087views",Hyundai,Other Model,0,XG,2001,Used,Automatic,Saloon,Petrol,"2,493 cc","157,000 km","Rs 2,495,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2023-for-sale-colombo,Hyundai Grand i10 2023,"Posted on 29 Apr 11:41 pm, Moratuwa, Colombo9652views",Hyundai,Grand i10,0,Hyundai,2023,Used,Automatic,Hatchback,Petrol,"1,200 cc","8,600 km","Rs 8,000,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2018-for-sale-hambantota-1,Hyundai Grand i10 2018,"Posted on 04 Apr 9:55 am, Tissamaharama, Hambantota1423views",Hyundai,Grand i10,0,2018,2018,Used,Automatic,Station wagon,Petrol,998 cc,"65,728 km","Rs 6,500,000"
https://ikman.lk/en/ad/hyundai-elantra-elan-japan-2000-for-sale-batticaloa-2,Hyundai Elantra 2000,"Posted on 04 Apr 5:01 am, Batticaloa City, Batticaloa3019views",Hyundai,Elantra,0,2000,2000,Used,Automatic,Saloon,Petrol,"1,590 cc","124,250 km","Rs 2,900,000"
https://ikman.lk/en/ad/hyundai-accent-2001-for-sale-matale-66,Hyundai Accent 2001,"Posted on 03 Apr 9:26 pm, Galewela, Matale3808views",Hyundai,Accent,0,0,2001,Used,Automatic,Saloon,Petrol,"1,500 cc","100,000 km","Rs 2,750,000"
https://ikman.lk/en/ad/hyundai-sonata-2001-for-sale-trincomalee,Hyundai Sonata 2001,"Posted on 03 Apr 9:25 pm, Trincomalee City, Trincomalee9244views",Hyundai,Sonata,0,0,2001,Used,Automatic,Saloon,Petrol,"1,997 cc","174,000 km","Rs 2,700,000"
https://ikman.lk/en/ad/hyundai-sonata-2000-for-sale-ampara-18,Hyundai Sonata 2000,"Posted on 03 Apr 9:08 pm, Sainthamaruthu, Ampara788views",Hyundai,Sonata,0,sonata,2000,Used,Automatic,Saloon,Petrol,"2,000 cc","242,600 km","Rs 2,700,000"
https://ikman.lk/en/ad/hyundai-matrix-home-used-2001-for-sale-gampaha,Hyundai Matrix 2001,"Posted on 03 Apr 9:06 pm, Ragama, Gampaha1321views",Hyundai,Matrix,0,Hyundai,2001,Used,Automatic,Hatchback,Petrol,"1,500 cc","21,500 km","Rs 2,450,000"
https://ikman.lk/en/ad/hyundai-sonata-2001-for-sale-colombo-325,Hyundai Sonata 2001,"Posted on 03 Apr 9:04 pm, Colombo 15, Colombo4470views",Hyundai,Sonata,0,2001,2001,Used,Automatic,Saloon,Petrol,"2,000 cc","201,600 km","Rs 2,750,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2024-for-sale-colombo-7,Hyundai Grand i10 2024,"Posted on 29 Apr 9:27 am, Colombo 2, Colombo12196views",Hyundai,Grand i10,0,0,2024,New,Automatic,Hatchback,Petrol,"1,197 cc",0 km,"Rs 9,439,999"
https://ikman.lk/en/ad/hyundai-grand-i10-abyss-black-2024-for-sale-colombo-4,Hyundai Grand i10 Abyss Black 2024,"Posted on 29 Apr 9:27 am, Colombo 2, Colombo2944views",Hyundai,Grand i10,0,Abyss Black,2024,New,Automatic,Hatchback,Petrol,"1,197 cc",0 km,"Rs 9,439,999"
https://ikman.lk/en/ad/hyundai-matrix-2001-for-sale-kalutara,Hyundai Matrix 2001,"Posted on 02 Apr 12:12 pm, Alutgama, Kalutara2155views",Hyundai,Matrix,0,Hyundai,2001,Used,Automatic,Hatchback,Petrol,"1,599 cc","133,000 km","Rs 2,350,000"
https://ikman.lk/en/ad/hyundai-accent-2001-for-sale-gampaha-339,Hyundai Accent 2001,"Posted on 27 Mar 12:14 pm, Negombo, Gampaha2591views",Hyundai,Accent,0,0,2001,Used,Automatic,Saloon,Petrol,"1,500 cc","110,000 km","Rs 1,875,000"
https://ikman.lk/en/ad/hyundai-santa-fe-2004-brand-new-for-sale-colombo,Hyundai Santa Fe 2004,"Posted on 05 May 10:38 am, Talawatugoda, Colombo5948views",Hyundai,Santa Fe,0,2004,2004,Used,Automatic,SUV / 4x4,Petrol,"2,770 cc","142,000 km","Rs 3,950,000"
https://ikman.lk/en/ad/hyundai-accent-2001-for-sale-colombo-1190,Hyundai Accent 2001,"Posted on 24 Mar 6:49 am, Colombo 2, Colombo2840views",Hyundai,Accent,0,0,2001,Used,Automatic,Saloon,Petrol,"1,500 cc","205,000 km","Rs 2,450,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2017-for-sale-matara,Hyundai Grand i10 2017,"Posted on 28 Mar 7:41 pm, Matara City, Matara1606views",Hyundai,Grand i10,0,0,2017,Used,Automatic,Hatchback,Petrol,998 cc,"18,000 km","Rs 6,250,000"
https://ikman.lk/en/ad/hyundai-matrix-2001-for-sale-colombo-469,Hyundai Matrix 2001,"Posted on 19 Mar 3:59 pm, Piliyandala, Colombo3090views",Hyundai,Matrix,0,0,2001,Used,Automatic,Hatchback,Petrol,"1,600 cc","245,000 km","Rs 2,500,000"
https://ikman.lk/en/ad/hyundai-xg-30-2000-for-sale-colombo,Hyundai XG 30 2000,"Posted on 06 May 2:22 pm, Homagama, Colombo3573views",Hyundai,Other Model,0,XG 30,2000,Used,Automatic,0,Petrol,"2,972 cc","100,000 km","Rs 2,200,000"
https://ikman.lk/en/ad/hyundai-santa-fe-2014-for-sale-colombo-10,Hyundai Santa Fe 2014,"Posted on 06 May 12:02 pm, Kottawa, Colombo259views",Hyundai,Santa Fe,0,Hyundai,2014,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc","67,000 km","Rs 15,750,000"
https://ikman.lk/en/ad/hyundai-santa-fe-2014-for-sale-colombo-9,Hyundai Santa Fe 2014,"Posted on 06 May 7:52 am, Moratuwa, Colombo187views",Hyundai,Santa Fe,0,0,2014,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc","177,000 km","Rs 14,500,000"
https://ikman.lk/en/ad/hyundai-tucson-2012-for-sale-colombo-546,Hyundai Tucson 2012,"Posted on 11 Apr 4:39 pm, Colombo 9, Colombo1015views",Hyundai,Tucson,0,0,2012,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","153,972 km","Rs 8,500,000"
https://ikman.lk/en/ad/hyundai-tucson-suv-2011-for-sale-colombo,Hyundai Tucson SUV 2011,"Posted on 27 Apr 10:10 am, Nugegoda, Colombo1406views",Hyundai,Tucson,0,SUV,2011,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","194,000 km","Rs 8,675,000"
https://ikman.lk/en/ad/hyundai-sonata-2000-for-sale-gampaha-111,Hyundai Sonata 2000,"Posted on 03 Apr 8:54 pm, Nittambuwa, Gampaha1591views",Hyundai,Sonata,0,0,2000,Used,Automatic,Saloon,Diesel,"2,180 cc","205,459 km","Rs 1,900,000"
https://ikman.lk/en/ad/hyundai-tucson-ix35-20-2012-for-sale-colombo,Hyundai Tucson IX35 2.0 2012,"Posted on 17 Apr 10:22 am, Dehiwala, Colombo1169views",Hyundai,Tucson,0,IX35 2.0,2012,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","146,000 km","Rs 8,750,000"
https://ikman.lk/en/ad/hyundai-tucson-2013-for-sale-colombo-25,Hyundai Tucson 2013,"Posted on 11 Mar 11:42 am, Homagama, Colombo864views",Hyundai,Tucson,0,0,2013,Used,Automatic,SUV / 4x4,Diesel,"1,995 cc","157,000 km","Rs 11,000,000"
https://ikman.lk/en/ad/hyundai-ioniq-hybrid-16-2017-for-sale-colombo,Hyundai Ioniq HYBRID -16 2017,"Posted on 28 Apr 12:25 pm, Battaramulla, Colombo540views",Hyundai,Ioniq,0,HYBRID -16 ,2017,Used,Automatic,Saloon,Hybrid,"1,600 cc","27,000 km","Rs 13,950,000"
https://ikman.lk/en/ad/hyundai-santa-fe-calligraphy-2025-for-sale-colombo,Hyundai Santa Fe Calligraphy 2025,"Posted on 29 Apr 9:27 am, Colombo 5, Colombo1015views",Hyundai,Santa Fe,0,Calligraphy,2025,New,Automatic,SUV / 4x4,Hybrid,"1,600 cc",0 km,"Rs 35,500,000"
https://ikman.lk/en/ad/hyundai-atos-santro-2003-for-sale-colombo-2,Hyundai ATOS SANTRO 2003,"Posted on 07 May 7:41 pm, Maharagama, Colombo326views",Hyundai,Other Model,0,ATOS SANTRO,2003,Used,Manual,Hatchback,Petrol,"1,100 cc","145,000 km","Rs 2,175,000"
https://ikman.lk/en/ad/hyundai-accent-2001-for-sale-colombo-1192,Hyundai Accent 2001,"Posted on 04 May 7:45 pm, Dehiwala, Colombo1573views",Hyundai,Accent,0,0,2001,Used,Manual,Saloon,Petrol,"1,500 cc","105,000 km","Rs 2,375,000"
https://ikman.lk/en/ad/hyundai-elantra-gls-2000-for-sale-colombo,Hyundai Elantra GLS 2000,"Posted on 03 May 1:48 pm, Ratmalana, Colombo573views",Hyundai,Elantra,0,Hyundai Elantra GLS,2000,Used,Manual,Saloon,Petrol,"1,599 cc","151,000 km","Rs 2,820,000"
https://ikman.lk/en/ad/hyundai-stellar-1989-for-sale-colombo-13,Hyundai Stellar 1989,"Posted on 04 May 5:24 pm, Malabe, Colombo325views",Hyundai,Stellar,0,1989,1989,Used,Manual,Saloon,Petrol,"1,500 cc","152,996 km","Rs 895,000"
https://ikman.lk/en/ad/hyundai-accent-2000-for-sale-galle-96,Hyundai Accent 2000,"Posted on 08 May 10:52 am, Galle City, Galle1331views",Hyundai,Accent,0,0,2000,Used,Manual,Saloon,Petrol,"1,500 cc","136,000 km","Rs 2,400,000"
https://ikman.lk/en/ad/hyundai-accent-15gls-1994-for-sale-colombo,Hyundai Accent 1.5GLS 1994,"Posted on 27 Apr 10:13 pm, Colombo 4, Colombo2276views",Hyundai,Accent,0,1.5GLS,1994,Used,Manual,Saloon,Petrol,"1,495 cc","257,000 km","Rs 800,000"
https://ikman.lk/en/ad/hyundai-eon-magna-plus-2014-for-sale-colombo,Hyundai Eon 2014,"Posted on 25 Apr 9:00 am, Talawatugoda, Colombo8888views",Hyundai,Eon,0,Hyundai,2014,Used,Manual,0,Petrol,814 cc,"107,000 km","Rs 3,800,000"
https://ikman.lk/en/ad/hyundai-excel-15-ls-1991-for-sale-kalutara,Hyundai Excel 1.5 LS 1991,"Posted on 21 Apr 2:29 pm, Panadura, Kalutara2585views",Hyundai,Excel,0,1.5 LS,1991,Used,Manual,Saloon,Petrol,"1,500 cc","285,600 km","Rs 1,085,000"
https://ikman.lk/en/ad/hyundai-accent-2006-for-sale-kalutara,Hyundai Accent 2006,"Posted on 19 Apr 11:04 pm, Beruwala, Kalutara1684views",Hyundai,Accent,0,2006,2006,Used,Manual,Saloon,Petrol,"1,400 cc","188,000 km","Rs 2,560,000"
https://ikman.lk/en/ad/hyundai-accent-13-manual-2006-for-sale-gampaha,Hyundai Accent 1.3 MANUAL 2006,"Posted on 02 May 10:42 am, Kadawatha, Gampaha4652views",Hyundai,Accent,0,1.3 MANUAL ,2006,Used,Manual,Saloon,Petrol,"1,300 cc","100,000 km","Rs 1,550,000"
https://ikman.lk/en/ad/hyundai-excel-15ls-1991-for-sale-colombo,Hyundai Excel 1991,"Posted on 03 Apr 9:18 pm, Piliyandala, Colombo1149views",Hyundai,Excel,0,1991,1991,Used,Manual,Saloon,Petrol,"1,468 cc","150,000 km","Rs 725,000"
https://ikman.lk/en/ad/hyundai-stellar-stella-1987-for-sale-gampaha,Hyundai Stellar 1987,"Posted on 03 Apr 9:16 pm, Kadawatha, Gampaha327views",Hyundai,Stellar,0,Hyundai,1987,Used,Manual,Saloon,Petrol,"1,400 cc","100,000 km","Rs 1,390,000"
https://ikman.lk/en/ad/hyundai-accent-2001-for-sale-monaragala,Hyundai Accent 2001,"Posted on 03 Apr 9:13 pm, Wellawaya, Monaragala1136views",Hyundai,Accent,0,Accent,2001,Used,Manual,Saloon,Petrol,130 cc,"10,000 km","Rs 2,500,000"
https://ikman.lk/en/ad/hyundai-accent-2001-for-sale-badulla,Hyundai Accent 2001,"Posted on 03 Apr 8:58 pm, Ella, Badulla1948views",Hyundai,Accent,0,0,2001,Used,Manual,Saloon,Petrol,"1,500 cc","258,911 km","Rs 2,400,000"
https://ikman.lk/en/ad/hyundai-excel-15-1993-for-sale-kurunegala,Hyundai Excel 1993,"Posted on 03 Apr 8:55 pm, Kurunegala City, Kurunegala1633views",Hyundai,Excel,0,Excel,1993,Used,Manual,Saloon,Petrol,"1,500 cc","130,000 km","Rs 1,050,000"
https://ikman.lk/en/ad/hyundai-matrix-manuwal-2001-for-sale-colombo,Hyundai Matrix 2001,"Posted on 13 Apr 10:57 am, Moratuwa, Colombo1656views",Hyundai,Matrix,0,2001,2001,Used,Manual,SUV / 4x4,Petrol,"1,600 cc","218,000 km","Rs 2,200,000"
https://ikman.lk/en/ad/hyundai-santa-fe-v6-4wd-2007-for-sale-colombo,Hyundai Santa Fe V6 4WD 2007,"Posted on 29 Mar 11:55 am, Piliyandala, Colombo2003views",Hyundai,Santa Fe,0,V6 4WD,2007,Used,Manual,SUV / 4x4,Petrol,"2,580 cc","190,000 km","Rs 7,500,000"
https://ikman.lk/en/ad/hyundai-accent-2001-for-sale-colombo-1191,Hyundai Accent 2001,"Posted on 27 Mar 2:45 pm, Piliyandala, Colombo7290views",Hyundai,Accent,0,0,2001,Used,Manual,Saloon,Petrol,"1,500 cc","190,560 km","Rs 2,275,000"
https://ikman.lk/en/ad/hyundai-excel-brandnew-condition-1991-for-sale-kalutara,Hyundai Excel 1991,"Posted on 18 Mar 4:50 pm, Panadura, Kalutara7088views",Hyundai,Excel,0,Hyundai,1991,Used,Manual,Saloon,Petrol,"1,500 cc","250,000 km","Rs 1,180,000"
https://ikman.lk/en/ad/hyundai-accent-2001-for-sale-galle-77,Hyundai Accent 2001,"Posted on 10 Mar 6:36 am, Ambalangoda, Galle2003views",Hyundai,Accent,0,0,2001,Used,Manual,Saloon,Petrol,"1,495 cc","205,479 km","Rs 2,475,000"
https://ikman.lk/en/ad/hyundai-1986-for-sale-kalutara,Hyundai Stellar 1986,"Posted on 03 Apr 9:17 pm, Horana, Kalutara1762views",Hyundai,Stellar,0,0,1986,Used,Manual,Saloon,Diesel,"1,430 cc","200,000 km","Rs 500,000"
https://ikman.lk/en/ad/hyundai-santa-fe-calligraphy-2025-for-sale-gampaha-3,Hyundai Santa Fe Calligraphy 2025,"Posted on 04 May 9:36 am, Kiribathgoda, Gampaha998views",Hyundai,Santa Fe,0,Calligraphy ,2025,New,Tiptronic,SUV / 4x4,Petrol,"1,600 cc",0 km,"Rs 35,500,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2025-for-sale-vavuniya,Hyundai Grand i10 2025,"Posted on 03 May 3:18 pm, Vavuniya City, Vavuniya632views",Hyundai,Grand i10,0,0,2025,New,Tiptronic,Hatchback,Petrol,"1,200 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2025-for-sale-mannar,Hyundai Grand i10 2025,"Posted on 03 May 3:18 pm, Mannar City, Mannar700views",Hyundai,Grand i10,0,0,2025,New,Tiptronic,Hatchback,Petrol,"1,200 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2024-for-sale-batticaloa,Hyundai Grand i10 2024,"Posted on 01 May 8:33 pm, Batticaloa City, Batticaloa899views",Hyundai,Grand i10,0,0,2024,New,Tiptronic,Hatchback,Petrol,"1,197 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2024-for-sale-jaffna,Hyundai Grand i10 2024,"Posted on 02 May 12:54 pm, Jaffna City, Jaffna406views",Hyundai,Grand i10,0,0,2024,New,Tiptronic,Hatchback,Petrol,"1,197 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2024-for-sale-colombo-15,Hyundai Grand i10 2024,"Posted on 29 Apr 1:03 pm, Colombo 13, Colombo554views",Hyundai,Grand i10,0,Grand i10 ,2024,New,Tiptronic,Hatchback,Petrol,"1,197 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-santa-fe-calligraphy-model-2025-for-sale-colombo,Hyundai Santa Fe Calligraphy model 2025,"Posted on 29 Apr 9:28 am, Colombo 2, Colombo1959views",Hyundai,Santa Fe,0,Calligraphy model ,2025,New,Tiptronic,SUV / 4x4,Petrol,"1,600 cc",0 km,"Rs 35,500,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2017-for-sale-colombo-184,Hyundai Grand i10 2017,"Posted on 30 Apr 9:03 pm, Colombo 10, Colombo2983views",Hyundai,Grand i10,0,Hyundai,2017,Used,Tiptronic,Hatchback,Petrol,"1,000 cc","94,000 km","Rs 6,200,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2025-for-sale-puttalam,Hyundai Grand i10 2025,"Posted on 29 Apr 9:28 am, Chilaw, Puttalam895views",Hyundai,Grand i10,0,0,2025,New,Tiptronic,Hatchback,Petrol,"1,200 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2025-for-sale-gampaha,Hyundai Grand i10 2025,"Posted on 29 Apr 9:28 am, Negombo, Gampaha564views",Hyundai,Grand i10,0,0,2025,New,Tiptronic,Hatchback,Petrol,"1,200 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2025-for-sale-kandy,Hyundai Grand i10 2025,"Posted on 29 Apr 9:28 am, Kandy City, Kandy603views",Hyundai,Grand i10,0,0,2025,New,Tiptronic,Hatchback,Petrol,"1,200 cc",0 km,"Rs 9,440,000"
https://ikman.lk/en/ad/hyundai-grand-i10-2016-for-sale-colombo-79,Hyundai Grand i10 2016,"Posted on 19 Apr 9:29 am, Piliyandala, Colombo1100views",Hyundai,Grand i10,0,0,2016,Used,Tiptronic,Hatchback,Petrol,"1,000 cc","38,500 km","Rs 6,550,000"
